an,judet,oras_tip,sex,profil,nota_romana,nota_matematica,nota_istorie,nota_specialitate,nota_lb_moderna,medie_generala,promovat,sesiune,tip_scoala
2024,Giurgiu,Rural,F,Tehnologic,3.6,4.57,,4.43,8.33,4.79,0,toamna,Liceu teoretic
2024,Arad,Urban,M,Uman,7.16,,7.35,,5.26,0.0,0,vara,Colegiu national
2024,Olt,Urban,M,Tehnologic,,7.37,,6.05,5.39,0.0,0,vara,Liceu teoretic
2024,Bihor,Urban,F,Real,5.81,8.43,,5.88,8.65,6.98,1,vara,Grup scolar
2024,Prahova,Urban,F,Sportiv,7.39,,5.39,7.49,6.6,6.73,1,toamna,Liceu tehnic
2024,Dambovita,Rural,F,Tehnologic,8.03,6.95,,3.88,8.45,6.6,0,vara,Liceu tehnic
2024,Prahova,Rural,F,Pedagogic,6.6,,5.49,5.61,6.56,5.99,0,vara,Liceu tehnic
2024,Ilfov,Urban,F,Sportiv,5.95,,5.19,6.95,5.62,5.97,0,vara,Grup scolar
2024,Sibiu,Urban,M,Uman,7.12,,9.17,8.54,4.98,7.81,1,vara,Colegiu national
2024,Teleorman,Urban,M,Real,5.62,5.17,,7.7,,6.16,1,vara,Liceu teoretic
2024,Valcea,Urban,F,Real,6.19,7.19,,6.06,6.53,6.49,1,vara,Liceu tehnic
2024,Botosani,Rural,F,Real,8.06,5.62,,5.84,5.99,6.43,1,vara,Liceu teoretic
2024,Braila,Rural,F,Real,5.29,5.67,,4.41,4.77,5.07,0,vara,Grup scolar
2024,Mures,Urban,M,Uman,6.4,,6.59,5.46,7.85,6.39,1,vara,Liceu teoretic
2024,Braila,Urban,M,Real,,6.56,,6.9,5.58,0.0,0,vara,Grup scolar
2024,Dolj,Urban,F,Real,7.58,9.1,,5.78,5.67,7.23,1,vara,Liceu tehnic
2024,Botosani,Urban,M,Tehnologic,,7.16,,4.79,5.1,0.0,0,vara,Liceu tehnic
2024,Tulcea,Urban,F,Real,8.44,7.05,,7.13,8.11,7.62,1,vara,Colegiu national
2024,Mehedinti,Urban,M,Uman,7.65,,6.1,4.42,,6.06,0,vara,Liceu teoretic
2024,Salaj,Urban,M,Real,8.06,7.95,,5.37,6.4,7.02,1,vara,Liceu teoretic
2024,Vrancea,Rural,F,Real,6.46,8.73,,5.02,6.9,6.76,1,vara,Liceu teoretic
2024,Prahova,Rural,F,Uman,9.74,,5.78,7.63,,7.72,1,toamna,Liceu teoretic
2024,Braila,Urban,M,Tehnologic,5.33,6.24,,6.35,6.22,6.01,1,vara,Grup scolar
2024,Bihor,Urban,F,Real,7.4,7.31,,6.14,,6.95,1,vara,Grup scolar
2024,Bucuresti,Urban,F,Real,5.99,5.29,,7.35,7.1,6.34,1,vara,Liceu teoretic
2024,Braila,Urban,F,Tehnologic,6.69,6.85,,7.33,,6.96,1,vara,Grup scolar
2024,Mehedinti,Rural,M,Pedagogic,6.19,,5.65,6.36,,6.07,1,vara,Liceu teoretic
2024,Timis,Rural,F,Uman,7.14,,7.67,7.78,6.92,7.44,1,vara,Liceu teoretic
2024,Valcea,Rural,M,Uman,7.36,,7.31,7.39,5.95,7.15,1,toamna,Grup scolar
2024,Constanta,Urban,M,Uman,7.66,,7.16,7.23,6.54,7.23,1,vara,Grup scolar
2024,Sibiu,Rural,M,Uman,5.69,,6.83,5.6,5.51,5.96,0,toamna,Liceu tehnic
2024,Bistrita-Nasaud,Urban,M,Tehnologic,7.1,5.52,,6.62,7.74,6.6,1,vara,Liceu tehnic
2024,Bucuresti,Urban,M,Real,8.76,7.43,,6.33,,7.51,1,vara,Colegiu national
2024,Drobeta-Tr. Severin,Urban,F,Pedagogic,7.24,,6.68,7.53,6.51,7.06,1,vara,Grup scolar
2024,Neamt,Rural,F,Tehnologic,6.27,6.85,,7.11,4.75,6.46,1,vara,Colegiu national
2024,Dolj,Urban,F,Tehnologic,,5.58,,4.43,6.29,0.0,0,vara,Liceu tehnic
2024,Alba,Rural,F,Uman,7.86,,8.17,9.06,7.79,8.28,1,toamna,Colegiu national
2024,Ilfov,Rural,F,Tehnologic,4.98,6.32,,5.49,3.83,5.34,0,toamna,Grup scolar
2024,Ilfov,Rural,M,Pedagogic,6.75,,5.02,6.22,6.36,6.05,1,toamna,Grup scolar
2024,Caras-Severin,Rural,F,Tehnologic,6.5,4.74,,4.88,5.65,5.41,0,toamna,Liceu tehnic
2024,Maramures,Urban,M,Tehnologic,5.96,8.02,,7.2,6.71,7.01,1,toamna,Colegiu national
2024,Constanta,Urban,M,Real,6.36,6.81,,4.98,7.01,6.19,0,vara,Liceu teoretic
2024,Alba,Urban,M,Real,,7.65,,6.65,7.02,0.0,0,vara,Liceu teoretic
2024,Prahova,Urban,M,Pedagogic,7.24,,5.96,6.59,7.24,6.69,1,vara,Grup scolar
2024,Calarasi,Rural,F,Sportiv,6.56,,4.21,7.87,6.67,6.28,0,vara,Liceu teoretic
2024,Tulcea,Urban,M,Uman,,,5.78,6.53,7.81,0.0,0,vara,Liceu tehnic
2024,Valcea,Urban,M,Uman,6.69,,8.79,3.64,8.1,6.62,0,vara,Liceu teoretic
2024,Teleorman,Urban,F,Uman,5.42,,5.56,4.97,6.47,5.48,0,toamna,Liceu tehnic
2024,Sibiu,Urban,M,Uman,7.47,,9.65,4.99,7.44,7.38,0,toamna,Grup scolar
2024,Neamt,Rural,M,Tehnologic,6.56,8.86,,4.76,8.84,7.03,0,vara,Colegiu national
2024,Cluj,Urban,F,Uman,8.12,,5.2,6.39,7.3,6.67,1,vara,Liceu teoretic
2024,Prahova,Urban,F,Tehnologic,9.11,,,7.71,7.58,0.0,0,vara,Liceu tehnic
2024,Covasna,Urban,F,Uman,7.28,,5.62,7.05,6.61,6.64,1,vara,Liceu teoretic
2024,Timis,Urban,F,Sportiv,7.04,,5.43,4.58,7.2,5.9,0,vara,Liceu tehnic
2024,Mures,Urban,M,Real,5.95,7.95,,5.89,,6.6,1,toamna,Liceu teoretic
2024,Salaj,Urban,M,Sportiv,,,6.45,7.0,5.38,0.0,0,vara,Grup scolar
2024,Neamt,Rural,M,Uman,5.93,,6.67,7.65,5.47,6.57,1,vara,Liceu tehnic
2024,Arges,Rural,F,Real,6.38,7.61,,7.66,6.46,7.11,1,toamna,Grup scolar
2024,Ilfov,Rural,M,Real,8.1,6.52,,9.19,7.86,7.93,1,vara,Colegiu national
2024,Neamt,Urban,F,Real,7.59,6.94,,7.94,6.91,7.41,1,vara,Liceu tehnic
2024,Iasi,Urban,F,Uman,6.12,,7.49,7.04,7.68,7.0,1,toamna,Liceu teoretic
2024,Bacau,Rural,F,Real,7.08,5.73,,4.24,5.77,5.7,0,vara,Liceu tehnic
2024,Maramures,Urban,M,Uman,9.73,,7.34,8.48,8.18,8.47,1,toamna,Liceu teoretic
2024,Bistrita-Nasaud,Urban,F,Real,5.86,8.56,,8.71,4.8,7.29,1,vara,Liceu teoretic
2024,Drobeta-Tr. Severin,Urban,F,Tehnologic,6.53,5.2,,6.76,4.29,5.9,0,vara,Grup scolar
2024,Mehedinti,Urban,F,Uman,6.5,,9.31,7.22,,7.68,1,vara,Liceu teoretic
2024,Caras-Severin,Urban,F,Tehnologic,7.68,6.51,,7.34,7.08,7.16,1,vara,Liceu teoretic
2024,Dambovita,Rural,F,Real,,5.55,,3.95,6.84,0.0,0,vara,Grup scolar
2024,Suceava,Urban,F,Tehnologic,8.4,7.73,,6.93,6.45,7.51,1,vara,Colegiu national
2024,Olt,Rural,F,Sportiv,3.75,,6.86,6.45,,5.69,0,vara,Liceu tehnic
2024,Hunedoara,Urban,F,Real,6.2,7.48,,7.38,7.6,7.1,1,vara,Liceu tehnic
2024,Dambovita,Rural,M,Real,7.26,6.67,,5.23,5.83,6.31,1,toamna,Grup scolar
2024,Bucuresti,Rural,M,Real,,7.89,,6.07,,0.0,0,vara,Liceu tehnic
2024,Mures,Rural,F,Real,7.66,6.89,,6.51,5.99,6.87,1,vara,Liceu tehnic
2024,Timis,Urban,M,Real,6.3,6.54,,6.47,,6.44,1,vara,Grup scolar
2024,Buzau,Urban,F,Sportiv,6.84,,4.09,7.02,5.63,5.93,0,vara,Liceu teoretic
2024,Bistrita-Nasaud,Urban,M,Uman,5.4,,5.88,5.06,,5.45,0,toamna,Liceu tehnic
2024,Tulcea,Rural,F,Sportiv,6.71,,8.17,5.95,4.95,6.66,1,toamna,Colegiu national
2024,Harghita,Urban,F,Real,5.38,8.57,,7.4,4.54,6.75,1,vara,Liceu teoretic
2024,Arges,Urban,F,Sportiv,6.1,,7.69,4.77,6.99,6.3,0,vara,Grup scolar
2024,Salaj,Rural,M,Sportiv,8.45,,7.34,5.23,7.07,7.02,1,vara,Colegiu national
2024,Dambovita,Urban,F,Uman,7.04,,7.88,5.32,5.53,6.57,1,vara,Grup scolar
2024,Hunedoara,Urban,M,Tehnologic,6.27,,,6.88,6.33,0.0,0,vara,Liceu teoretic
2024,Vaslui,Urban,F,Uman,6.28,,8.47,5.68,7.78,6.95,1,vara,Colegiu national
2024,Gorj,Rural,F,Real,5.85,6.97,,5.95,,6.26,1,vara,Colegiu national
2024,Satu Mare,Urban,M,Real,6.84,8.34,,5.93,7.72,7.13,1,vara,Colegiu national
2024,Valcea,Urban,M,Tehnologic,6.44,7.58,,7.49,6.29,7.04,1,vara,Liceu teoretic
2024,Prahova,Urban,F,Real,7.93,8.6,,6.13,6.88,7.46,1,vara,Liceu tehnic
2024,Teleorman,Urban,F,Sportiv,4.51,,6.98,7.2,7.58,6.42,0,toamna,Grup scolar
2024,Constanta,Urban,F,Uman,7.21,,6.34,5.95,7.18,6.6,1,vara,Grup scolar
2024,Olt,Urban,M,Sportiv,6.81,,4.76,6.63,4.82,5.89,0,toamna,Liceu tehnic
2024,Salaj,Urban,F,Tehnologic,6.35,6.33,,,5.8,0.0,0,vara,Liceu tehnic
2024,Giurgiu,Rural,F,Pedagogic,,,7.04,8.27,7.19,0.0,0,vara,Colegiu national
2024,Tulcea,Rural,M,Tehnologic,5.91,,,4.32,5.6,0.0,0,toamna,Grup scolar
2024,Prahova,Urban,M,Real,6.43,9.03,,6.82,6.54,7.3,1,vara,Grup scolar
2024,Gorj,Urban,M,Tehnologic,7.7,5.08,,6.57,4.91,6.23,1,toamna,Liceu teoretic
2024,Botosani,Rural,M,Uman,5.5,,6.55,7.31,5.4,6.3,1,vara,Liceu teoretic
2024,Hunedoara,Urban,M,Sportiv,6.89,,7.75,8.99,5.47,7.53,1,vara,Colegiu national
2024,Tulcea,Urban,F,Real,7.25,9.26,,6.54,9.21,7.9,1,vara,Colegiu national
2024,Bistrita-Nasaud,Urban,M,Tehnologic,7.96,,,6.83,5.76,0.0,0,vara,Liceu teoretic
2024,Mehedinti,Rural,M,Real,7.02,7.35,,6.04,6.13,6.71,1,toamna,Liceu teoretic
2024,Mures,Urban,F,Tehnologic,5.61,5.96,,6.92,4.54,5.93,0,vara,Liceu tehnic
2024,Prahova,Urban,F,Tehnologic,8.48,7.92,,7.72,6.91,7.88,1,vara,Liceu teoretic
2024,Botosani,Rural,M,Uman,,,5.26,5.81,5.64,0.0,0,vara,Grup scolar
2024,Timis,Urban,M,Pedagogic,5.84,,6.45,6.42,6.55,6.28,1,vara,Liceu tehnic
2024,Iasi,Urban,M,Real,5.99,,,8.26,8.38,0.0,0,vara,Colegiu national
2024,Dolj,Urban,M,Uman,3.93,,8.98,7.22,6.55,6.69,0,vara,Liceu tehnic
2024,Vrancea,Urban,M,Real,6.0,7.87,,7.7,8.51,7.38,1,vara,Liceu teoretic
2024,Drobeta-Tr. Severin,Rural,F,Uman,8.08,,7.33,6.81,5.76,7.17,1,vara,Liceu teoretic
2024,Galati,Rural,F,Uman,10.0,,5.75,6.19,6.82,7.24,1,vara,Liceu tehnic
2024,Timis,Rural,M,Sportiv,6.79,,6.5,4.94,8.08,6.36,0,toamna,Liceu teoretic
2024,Calarasi,Urban,F,Uman,4.79,,5.48,6.23,7.29,5.76,0,toamna,Liceu teoretic
2024,Bistrita-Nasaud,Rural,M,Sportiv,5.71,,5.54,7.66,5.43,6.18,1,vara,Liceu teoretic
2024,Teleorman,Urban,F,Sportiv,,,6.97,7.49,6.15,0.0,0,vara,Liceu teoretic
2024,Teleorman,Urban,F,Uman,8.5,,7.56,7.72,7.87,7.92,1,vara,Colegiu national
2024,Mures,Urban,M,Pedagogic,5.3,,7.32,7.28,5.02,6.4,1,toamna,Liceu teoretic
2024,Alba,Urban,M,Real,,6.89,,6.51,8.34,0.0,0,toamna,Liceu teoretic
2024,Salaj,Urban,M,Real,7.8,7.9,,7.19,5.56,7.33,1,vara,Liceu teoretic
2024,Arges,Rural,M,Pedagogic,7.55,,6.69,7.93,6.01,7.19,1,vara,Colegiu national
2024,Bucuresti,Rural,F,Uman,8.7,,9.78,6.31,8.54,8.3,1,vara,Colegiu national
2024,Valcea,Rural,M,Real,5.66,9.55,,7.48,5.15,7.22,1,vara,Liceu teoretic
2024,Caras-Severin,Urban,M,Real,7.38,7.5,,,7.71,0.0,0,vara,Liceu teoretic
2024,Caras-Severin,Urban,F,Tehnologic,6.15,6.82,,7.58,5.86,6.71,1,vara,Grup scolar
2024,Ilfov,Rural,M,Uman,,,6.5,6.63,5.89,0.0,0,vara,Liceu teoretic
2024,Bistrita-Nasaud,Urban,F,Sportiv,7.47,,8.65,6.18,5.47,7.15,1,vara,Liceu teoretic
2024,Gorj,Urban,M,Real,9.07,6.42,,7.51,7.94,7.71,1,vara,Colegiu national
2024,Maramures,Urban,F,Real,8.34,7.57,,5.02,4.87,6.68,1,vara,Liceu tehnic
2024,Bistrita-Nasaud,Rural,M,Tehnologic,6.63,5.18,,6.36,7.77,6.3,1,vara,Liceu teoretic
2024,Olt,Rural,M,Real,6.42,3.68,,5.98,8.16,5.76,0,vara,Liceu teoretic
2024,Buzau,Urban,F,Uman,8.3,,7.25,8.03,8.48,7.95,1,vara,Colegiu national
2024,Timis,Urban,F,Uman,6.46,,5.95,7.45,5.62,6.48,1,vara,Liceu tehnic
2024,Ilfov,Urban,F,Tehnologic,8.96,9.67,,10.0,6.68,9.13,1,vara,Liceu teoretic
2024,Brasov,Rural,F,Sportiv,6.16,,5.49,8.11,,6.59,1,toamna,Liceu teoretic
2024,Maramures,Urban,F,Tehnologic,7.09,6.02,,6.87,6.88,6.69,1,vara,Liceu tehnic
2024,Covasna,Urban,M,Uman,5.87,,7.11,6.11,4.95,6.16,1,vara,Liceu tehnic
2024,Galati,Urban,M,Real,6.72,10.0,,7.83,7.25,8.05,1,vara,Liceu tehnic
2024,Ialomita,Urban,M,Pedagogic,5.78,,6.91,8.15,7.13,6.97,1,vara,Liceu teoretic
2024,Iasi,Rural,M,Sportiv,5.65,,,7.14,6.45,0.0,0,vara,Liceu tehnic
2024,Salaj,Rural,M,Real,4.59,,,6.1,,0.0,0,toamna,Liceu teoretic
2024,Bacau,Rural,F,Real,5.76,6.21,,8.3,8.01,6.94,1,toamna,Colegiu national
2024,Bihor,Rural,F,Uman,7.72,,8.55,6.02,5.38,7.14,1,vara,Liceu teoretic
2024,Iasi,Rural,F,Uman,8.54,,8.4,6.84,8.47,8.0,1,vara,Colegiu national
2024,Neamt,Urban,F,Tehnologic,5.73,7.46,,6.49,7.43,6.68,1,vara,Liceu teoretic
2024,Buzau,Urban,M,Pedagogic,5.95,,5.82,7.75,7.88,6.7,1,vara,Liceu tehnic
2024,Dambovita,Urban,F,Real,4.18,6.65,,7.88,6.08,6.21,0,vara,Liceu tehnic
2024,Bihor,Urban,M,Tehnologic,5.8,6.8,,4.67,4.73,5.61,0,toamna,Grup scolar
2024,Gorj,Urban,M,Real,5.17,5.49,,,3.48,0.0,0,vara,Grup scolar
2024,Alba,Urban,F,Uman,6.96,,5.47,7.67,7.55,6.82,1,toamna,Grup scolar
2024,Cluj,Urban,F,Real,4.81,8.01,,9.42,6.45,7.28,0,vara,Liceu tehnic
2024,Mehedinti,Rural,M,Real,3.28,5.6,,4.85,6.15,4.8,0,vara,Liceu teoretic
2024,Suceava,Urban,F,Uman,6.88,,6.07,6.94,5.76,6.51,1,vara,Grup scolar
2024,Buzau,Rural,F,Uman,4.76,,5.1,6.71,5.43,5.51,0,vara,Liceu tehnic
2024,Satu Mare,Urban,F,Real,8.34,,,,6.48,0.0,0,vara,Liceu tehnic
2024,Covasna,Urban,M,Real,8.34,6.62,,7.43,8.96,7.68,1,vara,Colegiu national
2024,Satu Mare,Urban,F,Real,6.16,5.76,,7.34,,6.42,1,vara,Colegiu national
2024,Prahova,Urban,M,Uman,7.65,,5.97,7.76,6.21,7.0,1,vara,Liceu tehnic
2024,Covasna,Urban,M,Uman,6.94,,6.22,6.95,6.88,6.73,1,vara,Grup scolar
2024,Buzau,Urban,F,Real,8.37,8.36,,7.11,3.82,7.36,1,vara,Liceu tehnic
2024,Dolj,Urban,M,Tehnologic,8.63,5.81,,6.95,5.72,6.93,1,vara,Liceu tehnic
2024,Mures,Rural,M,Real,8.22,6.23,,5.78,6.72,6.74,1,vara,Colegiu national
2024,Mehedinti,Urban,M,Tehnologic,5.18,6.64,,6.87,5.08,6.07,1,vara,Liceu tehnic
2024,Sibiu,Urban,M,Pedagogic,9.28,,10.0,7.87,7.37,8.81,1,vara,Colegiu national
2024,Cluj,Urban,F,Uman,7.52,,6.32,6.18,6.31,6.62,1,vara,Liceu tehnic
2024,Calarasi,Urban,F,Tehnologic,5.2,6.98,,6.79,8.29,6.6,1,vara,Liceu tehnic
2024,Brasov,Rural,M,Uman,6.18,,5.35,5.8,3.67,5.48,0,vara,Liceu tehnic
2024,Caras-Severin,Urban,F,Uman,5.71,,7.49,7.23,,6.81,1,toamna,Grup scolar
2024,Arad,Urban,F,Sportiv,,,7.56,6.09,7.16,0.0,0,vara,Grup scolar
2024,Iasi,Urban,F,Uman,5.62,,7.85,5.49,6.07,6.28,1,vara,Grup scolar
2024,Dolj,Urban,F,Pedagogic,5.65,,7.93,8.06,7.38,7.24,1,vara,Liceu tehnic
2024,Dambovita,Urban,F,Real,8.14,7.05,,8.29,8.6,7.94,1,vara,Colegiu national
2024,Vaslui,Urban,F,Real,4.99,6.83,,6.98,6.69,6.33,0,vara,Liceu teoretic
2024,Olt,Urban,F,Pedagogic,6.21,,6.17,7.21,7.47,6.66,1,vara,Grup scolar
2024,Suceava,Urban,F,Sportiv,5.99,,5.55,7.35,6.6,6.34,1,vara,Liceu tehnic
2024,Harghita,Urban,F,Pedagogic,7.32,,6.54,4.81,5.57,6.13,0,vara,Liceu tehnic
2024,Mehedinti,Urban,F,Pedagogic,7.0,,8.58,8.51,7.97,8.02,1,vara,Grup scolar
2024,Drobeta-Tr. Severin,Rural,M,Real,5.32,7.22,,8.21,8.14,7.09,1,vara,Colegiu national
2024,Dambovita,Rural,M,Tehnologic,,7.24,,6.42,7.19,0.0,0,vara,Grup scolar
2024,Covasna,Rural,F,Real,7.79,5.57,,6.71,8.41,6.94,1,vara,Grup scolar
2024,Suceava,Rural,M,Real,6.87,7.47,,6.16,5.94,6.71,1,vara,Grup scolar
2024,Bistrita-Nasaud,Rural,F,Tehnologic,5.45,5.48,,8.59,6.59,6.52,1,vara,Liceu teoretic
2024,Vrancea,Rural,F,Real,,5.33,,6.09,4.74,0.0,0,vara,Liceu teoretic
2024,Teleorman,Urban,F,Tehnologic,8.08,4.52,,5.06,6.19,5.93,0,vara,Liceu teoretic
2024,Dambovita,Rural,M,Tehnologic,1.68,6.67,,,8.79,0.0,0,vara,Liceu teoretic
2024,Dambovita,Rural,F,Uman,6.45,,6.22,3.37,5.68,5.39,0,vara,Liceu teoretic
2024,Ialomita,Urban,M,Real,5.41,4.56,,6.58,,5.52,0,vara,Grup scolar
2024,Mehedinti,Rural,M,Tehnologic,6.36,,,5.51,5.43,0.0,0,toamna,Liceu teoretic
2024,Tulcea,Rural,M,Sportiv,6.26,,8.72,7.85,7.59,7.61,1,vara,Colegiu national
2024,Olt,Rural,M,Real,5.38,5.83,,5.04,7.87,5.77,0,vara,Liceu tehnic
2024,Vaslui,Urban,F,Tehnologic,7.72,6.7,,6.17,6.33,6.79,1,vara,Liceu teoretic
2024,Arad,Urban,F,Real,7.14,7.35,,8.74,9.04,7.93,1,vara,Liceu tehnic
2024,Drobeta-Tr. Severin,Urban,M,Real,4.57,7.96,,6.26,,6.26,0,vara,Liceu tehnic
2024,Drobeta-Tr. Severin,Urban,F,Real,,6.21,,7.91,6.17,0.0,0,vara,Liceu tehnic
2024,Arad,Urban,M,Pedagogic,7.49,,7.07,7.62,,7.39,1,vara,Liceu teoretic
2024,Sibiu,Urban,M,Uman,6.15,,7.12,4.98,6.99,6.21,0,toamna,Liceu teoretic
2024,Vaslui,Urban,M,Real,6.17,6.32,,7.74,4.73,6.46,1,toamna,Liceu tehnic
2024,Dambovita,Rural,M,Real,6.93,4.36,,3.39,6.06,5.06,0,vara,Liceu teoretic
2024,Teleorman,Rural,M,Real,4.78,5.61,,7.16,4.52,5.66,0,vara,Liceu teoretic
2024,Maramures,Rural,F,Real,8.73,8.03,,7.41,7.38,7.96,1,toamna,Colegiu national
2024,Hunedoara,Urban,M,Uman,6.37,,7.89,8.3,7.26,7.48,1,vara,Colegiu national
2024,Dambovita,Rural,M,Real,5.57,4.52,,6.05,6.01,5.47,0,vara,Colegiu national
2024,Ilfov,Urban,F,Real,6.36,4.96,,8.07,,6.46,0,vara,Grup scolar
2024,Giurgiu,Urban,F,Real,6.51,7.33,,5.09,5.22,6.15,1,vara,Liceu tehnic
2024,Suceava,Urban,M,Sportiv,5.49,,6.24,6.66,7.52,6.33,1,vara,Liceu teoretic
2024,Cluj,Urban,M,Real,5.59,8.5,,6.97,6.11,6.89,1,toamna,Liceu teoretic
2024,Mehedinti,Urban,M,Real,,6.68,,6.76,7.17,0.0,0,toamna,Liceu teoretic
2024,Hunedoara,Rural,F,Real,4.72,5.91,,3.72,9.06,5.39,0,vara,Colegiu national
2024,Tulcea,Urban,F,Real,9.01,9.99,,9.62,5.48,8.96,1,vara,Colegiu national
2024,Mures,Urban,M,Uman,7.59,,7.36,6.73,8.15,7.36,1,toamna,Colegiu national
2024,Bucuresti,Urban,M,Real,7.18,5.33,,4.9,7.91,6.1,0,toamna,Liceu teoretic
2024,Arges,Urban,M,Real,7.58,3.38,,6.49,6.83,5.96,0,vara,Colegiu national
2024,Ialomita,Urban,F,Uman,6.04,,6.51,7.23,7.41,6.71,1,vara,Grup scolar
2024,Dolj,Rural,F,Real,8.94,7.54,,,7.01,0.0,0,vara,Colegiu national
2024,Arad,Rural,M,Tehnologic,6.3,5.23,,4.92,4.72,5.37,0,vara,Grup scolar
2024,Valcea,Urban,F,Pedagogic,5.41,,6.48,7.45,6.86,6.51,1,vara,Liceu tehnic
2024,Ilfov,Urban,M,Real,7.71,10.0,,7.58,7.68,8.32,1,vara,Colegiu national
2024,Suceava,Urban,F,Real,5.82,7.55,,5.91,5.0,6.22,1,toamna,Liceu teoretic
2024,Prahova,Urban,F,Tehnologic,6.38,5.13,,6.24,8.23,6.25,1,vara,Liceu teoretic
2024,Mures,Rural,M,Real,6.53,7.67,,5.03,6.54,6.43,1,toamna,Colegiu national
2024,Bistrita-Nasaud,Urban,M,Tehnologic,9.14,7.71,,4.51,7.03,7.11,0,vara,Liceu teoretic
2024,Satu Mare,Rural,F,Tehnologic,5.89,3.77,,4.53,5.59,4.85,0,vara,Liceu tehnic
2024,Valcea,Urban,F,Uman,8.71,,8.69,8.13,6.18,8.18,1,vara,Colegiu national
2024,Drobeta-Tr. Severin,Urban,F,Tehnologic,6.14,3.78,,4.47,5.5,4.9,0,vara,Grup scolar
2024,Ilfov,Urban,M,Uman,3.74,,5.78,8.91,7.1,6.28,0,toamna,Grup scolar
2024,Vaslui,Rural,M,Uman,6.02,,5.24,,5.37,0.0,0,vara,Liceu teoretic
2024,Cluj,Urban,F,Real,6.49,,,7.56,7.05,0.0,0,vara,Liceu teoretic
2024,Giurgiu,Rural,F,Tehnologic,,5.15,,5.61,6.84,0.0,0,toamna,Colegiu national
2024,Valcea,Rural,F,Uman,6.7,,5.38,6.09,7.62,6.28,1,vara,Grup scolar
2024,Buzau,Urban,F,Sportiv,5.32,,7.91,6.6,4.11,6.25,1,vara,Liceu tehnic
2024,Buzau,Rural,F,Tehnologic,,3.9,,7.36,5.13,0.0,0,vara,Liceu teoretic
2024,Giurgiu,Urban,F,Uman,8.51,,6.14,6.53,6.03,6.91,1,toamna,Liceu teoretic
2024,Constanta,Urban,F,Real,7.32,6.28,,8.2,5.94,7.08,1,vara,Colegiu national
2024,Satu Mare,Urban,F,Tehnologic,5.95,7.87,,7.28,5.48,6.81,1,vara,Liceu tehnic
2024,Arad,Urban,M,Real,5.24,8.04,,6.84,6.94,6.74,1,toamna,Grup scolar
2024,Giurgiu,Urban,M,Uman,5.34,,7.06,6.03,6.62,6.21,1,vara,Liceu tehnic
2024,Drobeta-Tr. Severin,Rural,F,Sportiv,,,7.49,6.18,4.62,0.0,0,toamna,Liceu tehnic
2024,Dambovita,Urban,M,Tehnologic,5.17,5.75,,9.6,5.71,6.68,1,vara,Colegiu national
2024,Timis,Rural,M,Sportiv,7.05,,6.69,5.56,8.07,6.67,1,vara,Liceu tehnic
2024,Timis,Urban,F,Pedagogic,5.91,,6.85,9.21,8.17,7.44,1,vara,Liceu teoretic
2024,Giurgiu,Urban,F,Tehnologic,6.22,7.35,,8.23,,7.27,1,vara,Liceu teoretic
2024,Dolj,Urban,M,Real,4.36,5.97,,5.0,7.36,5.43,0,vara,Grup scolar
2024,Ialomita,Urban,F,Tehnologic,6.97,7.27,,8.69,5.68,7.36,1,vara,Liceu teoretic
2024,Tulcea,Urban,F,Real,5.93,8.38,,7.81,6.47,7.24,1,vara,Grup scolar
2024,Teleorman,Urban,M,Real,5.21,6.4,,9.06,8.19,7.08,1,vara,Liceu teoretic
2024,Tulcea,Rural,M,Uman,9.06,,7.59,5.41,6.31,7.2,1,toamna,Liceu teoretic
2024,Satu Mare,Urban,F,Sportiv,7.93,,7.16,7.35,3.94,6.97,1,toamna,Liceu teoretic
2024,Olt,Rural,M,Uman,,,6.35,5.22,7.58,0.0,0,vara,Liceu teoretic
2024,Tulcea,Rural,F,Real,6.02,4.38,,6.21,,5.54,0,vara,Liceu tehnic
2024,Bucuresti,Rural,M,Real,5.18,7.57,,,5.8,0.0,0,vara,Liceu teoretic
2024,Suceava,Rural,F,Real,7.16,9.48,,5.53,5.63,7.14,1,vara,Liceu teoretic
2024,Arad,Rural,F,Sportiv,7.33,,7.75,9.92,7.81,8.26,1,vara,Colegiu national
2024,Giurgiu,Urban,M,Uman,7.89,,7.65,7.23,8.17,7.67,1,vara,Colegiu national
2024,Teleorman,Urban,M,Real,7.04,7.85,,6.2,,7.03,1,vara,Liceu tehnic
2024,Ilfov,Urban,F,Uman,6.32,,7.94,6.5,7.48,7.0,1,vara,Liceu tehnic
2024,Teleorman,Urban,M,Tehnologic,5.79,4.49,,4.26,3.48,4.65,0,vara,Grup scolar
2024,Harghita,Urban,M,Real,5.53,6.28,,4.3,5.52,5.39,0,vara,Liceu teoretic
2024,Covasna,Urban,F,Tehnologic,6.2,4.87,,4.01,,5.03,0,vara,Liceu tehnic
2024,Ilfov,Urban,F,Uman,6.68,,4.57,9.36,7.57,6.97,0,vara,Liceu teoretic
2024,Tulcea,Rural,M,Uman,4.69,,6.75,4.18,3.44,4.95,0,vara,Liceu teoretic
2024,Ialomita,Urban,M,Tehnologic,5.08,4.92,,5.98,5.48,5.35,0,vara,Grup scolar
2024,Botosani,Urban,F,Uman,4.17,,6.32,5.22,5.84,5.32,0,vara,Grup scolar
2024,Sibiu,Rural,F,Real,5.25,6.0,,,5.46,0.0,0,vara,Liceu tehnic
